algorithm,function,dim,f_best,n_evals,n_iter,seed,runtime_s,converged,x0,x1,n_runs_group,gap,x2
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006250,0.06894258293323219,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006251,0.06921945791691542,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,0.03200934498939008,10001,2000,2083006252,0.06865550018846989,False,0.8212649627761154,0.6736815860145225,100,0.03200934498939008,
gradient_descent,rosenbrock,2,0.07437296072662769,10001,2000,2083006253,0.06854354217648506,False,0.7275832549252015,0.5281042953277985,100,0.07437296072662769,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006254,0.06860862509347498,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006255,0.06820499990135431,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006256,0.06816050014458597,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006257,0.06860666698776186,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,0.04138991399293452,10001,2000,2083006258,0.06873708311468363,False,0.796761150073055,0.6339124488689001,100,0.04138991399293452,
gradient_descent,rosenbrock,2,0.02967507697945675,10001,2000,2083006259,0.06853449996560812,False,0.8279041395761566,0.6846630845294291,100,0.02967507697945675,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006260,0.06858979188837111,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006261,0.0687902090139687,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.031104724035220292,10001,2000,2083006262,0.0686455830000341,False,0.8238081958699004,0.6778778170415017,100,0.031104724035220292,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006263,0.06878787511959672,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006264,0.06845462508499622,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006265,0.06824820814654231,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006266,0.06808920809999108,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.0915413574580054,10001,2000,2083006267,0.06818420812487602,False,1.3023887577071975,1.6972283886009896,100,0.0915413574580054,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006268,0.0682810409925878,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006269,0.06825441587716341,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006270,0.0683865409810096,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006271,0.06788025004789233,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006272,0.06794912507757545,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006273,0.06782454112544656,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,0.2532855478104565,10001,2000,2083006274,0.06802220805548131,False,0.49735656124775823,0.24484338773211456,100,0.2532855478104565,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006275,0.06820145808160305,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,0.01235051823549086,10001,2000,2083006276,0.0680438750423491,False,0.8889685480700789,0.7897903698853014,100,0.01235051823549086,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006277,0.06806374993175268,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006278,0.06799750006757677,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006279,0.06807345803827047,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006280,0.06844349997118115,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.09204531588429764,10001,2000,2083006281,0.06806712504476309,False,1.303220139638862,1.6993969453640312,100,0.09204531588429764,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006282,0.068154624896124,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006283,0.06823275005444884,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.0917203412367841,10001,2000,2083006284,0.06814545812085271,False,1.3026842892170103,1.6979990878304385,100,0.0917203412367841,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006285,0.06787012494169176,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.25715850993837575,10001,2000,2083006286,0.06801237515173852,False,0.49352815046917853,0.24103079216788914,100,0.25715850993837575,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006287,0.06809545797295868,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006288,0.0681075828615576,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006289,0.06805816595442593,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006290,0.06788254179991782,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.09162931825411108,10001,2000,2083006291,0.06800516601651907,False,1.302534031434494,1.697607217611243,100,0.09162931825411108,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006292,0.06806541699916124,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006293,0.0681634999345988,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,0.13302256587198402,10001,2000,2083006294,0.06851600017398596,False,0.635708741070784,0.4023523450612991,100,0.13302256587198402,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006295,0.06861025001853704,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006296,0.06997820804826915,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,0.03269263052472763,10001,2000,2083006297,0.06850058282725513,False,0.819367738039247,0.6705596464752147,100,0.03269263052472763,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006298,0.06807337491773069,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006299,0.06817983300425112,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,0.07891075723785163,10001,2000,2083006300,0.06798124988563359,False,1.2807494890602311,1.641270472053512,100,0.07891075723785163,
gradient_descent,rosenbrock,2,0.09142557611760718,10001,2000,2083006301,0.06812033290043473,False,1.302197429894603,1.6967295290554796,100,0.09142557611760718,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006302,0.0681854160502553,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006303,0.06822962500154972,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,0.24929452097642826,10001,2000,2083006304,0.06833083392120898,False,0.5013323461851766,0.24883393730781123,100,0.24929452097642826,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006305,0.06817241688258946,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006306,0.06797541584819555,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006307,0.06813645805232227,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006308,0.06801704200915992,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.03621113755085681,10001,2000,2083006309,0.06834912509657443,False,0.8098979055794495,0.6550841396681658,100,0.03621113755085681,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006310,0.06837108312174678,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.2526372277198713,10001,2000,2083006311,0.06838020798750222,False,0.49800026876592074,0.24548732994679767,100,0.2526372277198713,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006312,0.06827833293937147,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.2539634765754059,10001,2000,2083006313,0.0682825418189168,False,0.4966843339274531,0.24417180451308046,100,0.2539634765754059,
gradient_descent,rosenbrock,2,0.032026341268942646,10001,2000,2083006314,0.06819183402694762,False,0.8212175262348523,0.6736034402459768,100,0.032026341268942646,
gradient_descent,rosenbrock,2,0.09836421205629806,10001,2000,2083006315,0.06810891604982316,False,0.6867247806399263,0.47009811159314796,100,0.09836421205629806,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006316,0.06792429205961525,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006317,0.06805158290080726,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,0.17561417797557283,10001,2000,2083006318,0.0680395420640707,False,0.5814498689948554,0.3360103884570801,100,0.17561417797557283,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006319,0.06801245920360088,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006320,0.06798754096962512,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006321,0.06796729192137718,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006322,0.06813612510450184,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006323,0.06858679209835827,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,0.03205050131669386,10001,2000,2083006324,0.06825449992902577,False,0.8211501173150332,0.6734924002045692,100,0.03205050131669386,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006325,0.06819229107350111,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006326,0.06882037501782179,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006327,0.06849554204382002,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006328,0.07024358282797039,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006329,0.07085487502627075,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.0901652147861666,10001,2000,2083006330,0.0723596669267863,False,1.3001068051018319,1.6912832906591553,100,0.0901652147861666,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006331,0.07151291589252651,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.03195167308302348,10001,2000,2083006332,0.0692589171230793,False,0.8214260187917746,0.6739469391531773,100,0.03195167308302348,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006333,0.06849287496879697,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006334,0.06881191697902977,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.09162889855833062,10001,2000,2083006335,0.06851262482814491,False,1.3025333384415767,1.697605410399734,100,0.09162889855833062,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006336,0.07111716689541936,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006337,0.0707025418523699,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006338,0.07012166595086455,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.03236421949330517,10001,2000,2083006339,0.06948204105719924,False,1.1797845400391738,1.3925376155277485,100,0.03236421949330517,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006340,0.06938629108481109,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.03197014970306853,10001,2000,2083006341,0.06859462498687208,False,0.8213744046994267,0.6738618950218294,100,0.03197014970306853,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006342,0.06987966713495553,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006343,0.0691030421294272,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,0.0917798436329125,10001,2000,2083006344,0.06851220782846212,False,1.3027824735546272,1.69825517557808,100,0.0917798436329125,
gradient_descent,rosenbrock,2,0.09317812446947946,10001,2000,2083006345,0.06869945814833045,False,0.6950924185835604,0.48170608906716955,100,0.09317812446947946,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006346,0.06797870807349682,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006347,0.06841520802117884,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006348,0.06852516694925725,False,-5.0,10.0,100,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006349,0.0681349579244852,False,10.0,10.0,100,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006250,0.06852966686710715,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006251,0.0682957919780165,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,0.03200934498939008,10001,2000,2083006252,0.06972008384764194,False,0.8212649627761154,0.6736815860145225,500,0.03200934498939008,
gradient_descent,rosenbrock,2,0.07437296072662769,10001,2000,2083006253,0.06999183399602771,False,0.7275832549252015,0.5281042953277985,500,0.07437296072662769,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006254,0.07022250001318753,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006255,0.06949941697530448,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006256,0.07051495905034244,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006257,0.06902495794929564,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,0.04138991399293452,10001,2000,2083006258,0.06968929199501872,False,0.796761150073055,0.6339124488689001,500,0.04138991399293452,
gradient_descent,rosenbrock,2,0.02967507697945675,10001,2000,2083006259,0.06940825004130602,False,0.8279041395761566,0.6846630845294291,500,0.02967507697945675,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006260,0.06854291702620685,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006261,0.06897095800377429,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.031104724035220292,10001,2000,2083006262,0.06818754086270928,False,0.8238081958699004,0.6778778170415017,500,0.031104724035220292,
